City,State,Specialty,Hospital Name
Iowa City,Iowa,Addiction Medicine (Multidisciplinary),University of Iowa Hospitals and Clinics Program
Lexington,Kentucky,Addiction Medicine (Multidisciplinary),University of Kentucky College of Medicine Program
New Orleans,Louisiana,Addiction Medicine (Multidisciplinary),Tulane University Program
Portland,Maine,Addiction Medicine (Multidisciplinary),Maine Medical Center Program
Baltimore,Maryland,Addiction Medicine (Multidisciplinary),Johns Hopkins University/Bayview Medical Center Program
Baltimore,Maryland,Addiction Medicine (Multidisciplinary),University of Maryland/Sheppard Pratt Program
Boston,Massachusetts,Addiction Medicine (Multidisciplinary),Boston University Medical Center Program
Boston,Massachusetts,Addiction Medicine (Multidisciplinary),Children's Hospital Program
Boston,Massachusetts,Addiction Medicine (Multidisciplinary),Mass General Brigham/Brigham and Women’s Hospital/Harvard Medical School Program
Boston,Massachusetts,Addiction Medicine (Multidisciplinary),Mass General Brigham/Massachusetts General Hospital Program
MALDEN,Massachusetts,Addiction Medicine (Multidisciplinary),Tufts University at Cambridge Health Alliance Program
Minneapolis,Minnesota,Addiction Medicine (Multidisciplinary),University of Minnesota Program
Joplin,Missouri,Addiction Medicine (Multidisciplinary),Kansas City University GME Consortium (KCU-GME Consortium)/Ozark Center Program
St. Louis,Missouri,Addiction Medicine (Multidisciplinary),St. Louis University School of Medicine (Saint Louis) Program
Omaha,Nebraska,Addiction Medicine (Multidisciplinary),University of Nebraska Medical Center College of Medicine Program
Las Vegas,Nevada,Addiction Medicine (Multidisciplinary),HCA Healthcare Sunrise Health Graduate Medical Education Program
Camden,New Jersey,Addiction Medicine (Multidisciplinary),Cooper Medical School of Rowan University/Cooper University Hospital Program
Neptune,New Jersey,Addiction Medicine (Multidisciplinary),Jersey Shore University Medical Center Program
Newark,New Jersey,Addiction Medicine (Multidisciplinary),Rutgers Health/New Jersey Medical School Program
Albuquerque,New Mexico,Addiction Medicine (Multidisciplinary),University of New Mexico School of Medicine Program
Bronx,New York,Addiction Medicine (Multidisciplinary),Montefiore Medical Center/Albert Einstein College of Medicine (Moses and Weiler Campuses) Program
Buffalo,New York,Addiction Medicine (Multidisciplinary),University at Buffalo Program
New York,New York,Addiction Medicine (Multidisciplinary),Icahn School of Medicine at Mount Sinai (Morningside/West) Program
New York,New York,Addiction Medicine (Multidisciplinary),Institute for Family Health (Harlem) Program
New York,New York,Addiction Medicine (Multidisciplinary),NYU Grossman School of Medicine Program
Asheville,North Carolina,Addiction Medicine (Multidisciplinary),Mountain Area Health Education Center (Asheville) Program
Winston-Salem,North Carolina,Addiction Medicine (Multidisciplinary),Wake Forest University School of Medicine Program
Akron,Ohio,Addiction Medicine (Multidisciplinary),Summa Health System/NEOMED Program
Cincinnati,Ohio,Addiction Medicine (Multidisciplinary),University of Cincinnati Medical Center/College of Medicine Program
Cleveland,Ohio,Addiction Medicine (Multidisciplinary),The MetroHealth System/Case Western Reserve University Program
Columbus,Ohio,Addiction Medicine (Multidisciplinary),Ohio State University Hospital Program
Fairborn,Ohio,Addiction Medicine (Multidisciplinary),Wright State University/Dayton Community Hospitals Program
Youngstown,Ohio,Addiction Medicine (Multidisciplinary),St Elizabeth Youngstown Hospital/NEOMED Program
Tulsa,Oklahoma,Addiction Medicine (Multidisciplinary),Oklahoma State University Center for Health Sciences (Durant) Program
Portland,Oregon,Addiction Medicine (Multidisciplinary),Oregon Health and Science University (OHSU Health) Program
Allentown,Pennsylvania,Addiction Medicine (Multidisciplinary),Lehigh Valley Health Network (Allentown) Program
Harrisburg,Pennsylvania,Addiction Medicine (Multidisciplinary),UPMC Medical Education (Harrisburg) Program
PITTSBURGH,Pennsylvania,Addiction Medicine (Multidisciplinary),UPMC Medical Education Program
Philadelphia,Pennsylvania,Addiction Medicine (Multidisciplinary),Sidney Kimmel Medical College at Thomas Jefferson University/TJUH Program
Philadelphia,Pennsylvania,Addiction Medicine (Multidisciplinary),University of Pennsylvania Health System Program
Wernersville,Pennsylvania,Addiction Medicine (Multidisciplinary),Tower Health Program
Bayamon,Puerto Rico,Addiction Medicine (Multidisciplinary),Universidad Central del Caribe Program
Providence,Rhode Island,Addiction Medicine (Multidisciplinary),Brown University Program
Johnson City,Tennessee,Addiction Medicine (Multidisciplinary),East Tennessee State University/Quillen College of Medicine (Johnson City) Program
Memphis,Tennessee,Addiction Medicine (Multidisciplinary),Baptist Memorial Medical Education Program
San Antonio,Texas,Addiction Medicine (Multidisciplinary),University of Texas Health Science Center San Antonio Joe and Teresa Lozano Long School of Medicine Program
Richmond,Virginia,Addiction Medicine (Multidisciplinary),Virginia Commonwealth University Health System Program
Roanoke,Virginia,Addiction Medicine (Multidisciplinary),Carilion Clinic-Virginia Tech Carilion School of Medicine Program
Puyallup,Washington,Addiction Medicine (Multidisciplinary),MultiCare Health System (East Pierce) Program
Seattle,Washington,Addiction Medicine (Multidisciplinary),University of Washington Program
Huntington,West Virginia,Addiction Medicine (Multidisciplinary),Marshall University School of Medicine Program
Morgantown,West Virginia,Addiction Medicine (Multidisciplinary),West Virginia University Program
Madison,Wisconsin,Addiction Medicine (Multidisciplinary),University of Wisconsin (Madison) Program
Milwaukee,Wisconsin,Addiction Medicine (Multidisciplinary),Aurora Health Care Program
Bakersfield,California,Addiction Psychiatry,UCLA-Kern Medical Center Program
La Jolla,California,Addiction Psychiatry,University of California (San Diego) Medical Center Program
Los Angeles,California,Addiction Psychiatry,UCLA David Geffen School of Medicine/UCLA Medical Center/VA Greater Los Angeles Healthcare System Program
Aurora,Colorado,Addiction Psychiatry,University of Colorado Program
Miami,Florida,Addiction Psychiatry,University of Miami/Jackson Health System Program
Tampa,Florida,Addiction Psychiatry,University of South Florida Morsani Program
Decatur,Georgia,Addiction Psychiatry,Emory University School of Medicine Program
Chicago,Illinois,Addiction Psychiatry,McGaw Medical Center of Northwestern University Program
Indianapolis,Indiana,Addiction Psychiatry,Indiana University School of Medicine Program
Kansas City,Kansas,Addiction Psychiatry,University of Kansas School of Medicine Program
Louisville,Kentucky,Addiction Psychiatry,University of Louisville School of Medicine Program
New Orleans,Louisiana,Addiction Psychiatry,Louisiana State University School of Medicine Program
Belmont,Massachusetts,Addiction Psychiatry,Massachusetts General Hospital/McLean Hospital/Brigham and Women's Hospital Program
Worcester,Massachusetts,Addiction Psychiatry,UMass Chan Medical School Program
Grand Rapids,Michigan,Addiction Psychiatry,Pine Rest Christian Mental Health Services Program
Rochester,Minnesota,Addiction Psychiatry,Mayo Clinic College of Medicine and Science (Rochester) Program
Lebanon,New Hampshire,Addiction Psychiatry,Dartmouth-Hitchcock/Mary Hitchcock Memorial Hospital Program
Bronx,New York,Addiction Psychiatry,Montefiore Medical Center/Albert Einstein College of Medicine Program
Glen Oaks,New York,Addiction Psychiatry,Zucker School of Medicine at Hofstra/Northwell Program
New York,New York,Addiction Psychiatry,Icahn School of Medicine at Mount Sinai (Beth Israel) Program
New York,New York,Addiction Psychiatry,New York Presbyterian Hospital (Columbia Campus)/New York State Psychiatric Institute Program
Rochester,New York,Addiction Psychiatry,University of Rochester Program
Staten Island,New York,Addiction Psychiatry,Zucker School of Medicine at Hofstra/Northwell at Staten Island University Hospital Program
Syracuse,New York,Addiction Psychiatry,SUNY Upstate Medical University Program
Asheville,North Carolina,Addiction Psychiatry,Mountain Area Health Education Center Program
Cleveland,Ohio,Addiction Psychiatry,Case Western Reserve University/University Hospitals Cleveland Medical Center Program
San Juan,Puerto Rico,Addiction Psychiatry,"Ponce Health Sciences University Program
 New Program!"
Charleston,South Carolina,Addiction Psychiatry,Medical University of South Carolina Program
Austin,Texas,Addiction Psychiatry,University of Texas at Austin Dell Medical School Program
Dallas,Texas,Addiction Psychiatry,University of Texas Southwestern Medical Center Program
Houston,Texas,Addiction Psychiatry,Baylor College of Medicine Program
Madison,Wisconsin,Addiction Psychiatry,University of Wisconsin Hospitals and Clinics Program
Milwaukee,Wisconsin,Addiction Psychiatry,"Medical College of Wisconsin Affiliated Hospitals, Inc (Milwaukee - South) Program"
Los Angeles,California,Adolescent Medicine (Pediatrics),Children's Hospital Los Angeles Program
Washington,District of Columbia,Adolescent Medicine (Pediatrics),Children's National Medical Center/George Washington University Program
Miami,Florida,Adolescent Medicine (Pediatrics),Nicklaus Children's Hospital Program
Baltimore,Maryland,Adolescent Medicine (Pediatrics),Johns Hopkins University Program
Boston,Massachusetts,Adolescent Medicine (Pediatrics),Children's Hospital/Boston Medical Center Program
Kansas City,Missouri,Adolescent Medicine (Pediatrics),Children's Mercy Hospital Program
Brooklyn,New York,Adolescent Medicine (Pediatrics),SUNY Downstate Health Sciences University Program
New Hyde Park,New York,Adolescent Medicine (Pediatrics),Zucker School of Medicine at Hofstra/Northwell at Cohen Children's Medical Center Program
New York,New York,Adolescent Medicine (Pediatrics),Icahn School of Medicine at Mount Sinai (Kravis Children's) Program
New York,New York,Adolescent Medicine (Pediatrics),New York Presbyterian Hospital (Columbia Campus) Program
Cincinnati,Ohio,Adolescent Medicine (Pediatrics),Cincinnati Children's Hospital Medical Center Program
Columbus,Ohio,Adolescent Medicine (Pediatrics),Nationwide Children's Hospital/Ohio State University Program
Philadelphia,Pennsylvania,Adolescent Medicine (Pediatrics),Children's Hospital of Philadelphia Program
Houston,Texas,Adolescent Medicine (Pediatrics),University of Texas Health Science Center at Houston Program
Milwaukee,Wisconsin,Adolescent Medicine (Pediatrics),Medical College of Wisconsin Affiliated Hospitals Program
Boston,Massachusetts,Adult Congenital Heart Disease,Mass General Brigham/Brigham and Women’s Hospital Program
St. Louis,Missouri,Adult Congenital Heart Disease,Washington University/B-JH/SLCH Consortium Program
New York,New York,Adult Congenital Heart Disease,Icahn School of Medicine at Mount Sinai Program
Phoenix,Arizona,Advanced Heart Failure and Transplant Cardiology,Mayo Clinic College of Medicine and Science (Arizona) Program
La Jolla,California,Advanced Heart Failure and Transplant Cardiology,Scripps Clinic/Scripps Green Hospital Program
Los Angeles,California,Advanced Heart Failure and Transplant Cardiology,University of Southern California/LAC+USC Medical Center Program
San Francisco,California,Advanced Heart Failure and Transplant Cardiology,Sutter Health/California Pacific Medical Center
San Francisco,California,Advanced Heart Failure and Transplant Cardiology,University of California (San Francisco) School of Medicine Program
Aurora,Colorado,Advanced Heart Failure and Transplant Cardiology,University of Colorado School of Medicine Program
Hartford,Connecticut,Advanced Heart Failure and Transplant Cardiology,University of Connecticut Program
Newark,Delaware,Advanced Heart Failure and Transplant Cardiology,Sidney Kimmel Medical College at Thomas Jefferson University/Christiana Care Health Services Program
Atlantis,Florida,Advanced Heart Failure and Transplant Cardiology,HCA Florida JFK Hospital/University of Miami Miller School of Medicine GME Consortium Program
Gainesville,Florida,Advanced Heart Failure and Transplant Cardiology,Florida State University College of Medicine Program
Jacksonville,Florida,Advanced Heart Failure and Transplant Cardiology,Mayo Clinic College of Medicine and Science (Jacksonville) Program
Orlando,Florida,Advanced Heart Failure and Transplant Cardiology,AdventHealth Florida (Orlando) Program
Tampa,Florida,Advanced Heart Failure and Transplant Cardiology,University of South Florida Morsani College of Medicine/Tampa General Hospital Program
Oak Lawn,Illinois,Advanced Heart Failure and Transplant Cardiology,Advocate Health Care Program
Indianapolis,Indiana,Advanced Heart Failure and Transplant Cardiology,Ascension St Vincent Hospital Indianapolis Program
New Orleans,Louisiana,Advanced Heart Failure and Transplant Cardiology,Ochsner Clinic Foundation Program
Detroit,Michigan,Advanced Heart Failure and Transplant Cardiology,Henry Ford Health/Henry Ford Hospital Program
Grand Rapids,Michigan,Advanced Heart Failure and Transplant Cardiology,Corewell Health – Grand Rapids/Michigan State University Program
Kansas City,Missouri,Advanced Heart Failure and Transplant Cardiology,University of Missouri-Kansas City School of Medicine Program
Browns Millls,New Jersey,Advanced Heart Failure and Transplant Cardiology,Sidney Kimmel Medical College at Thomas Jefferson University/ Deborah Heart and Lung Center Program
Newark,New Jersey,Advanced Heart Failure and Transplant Cardiology,Rutgers Health/Newark Beth Israel Medical Center Program
Rochester,New York,Advanced Heart Failure and Transplant Cardiology,Strong Memorial Hospital of the University of Rochester Program
Philadelphia,Pennsylvania,Advanced Heart Failure and Transplant Cardiology,Temple University Hospital Program
Pittsburgh,Pennsylvania,Advanced Heart Failure and Transplant Cardiology,Allegheny Health Network Medical Education Consortium (AGH) Program
Dallas,Texas,Advanced Heart Failure and Transplant Cardiology,Baylor University Medical Center Program
Galveston,Texas,Advanced Heart Failure and Transplant Cardiology,University of Texas Medical Branch Hospitals Program
Houston,Texas,Advanced Heart Failure and Transplant Cardiology,Baylor College of Medicine/St Luke's Episcopal Hospital Program
Plano,Texas,Advanced Heart Failure and Transplant Cardiology,Baylor University Medical Center/Texas Heart Hospital Baylor Plano Program
Seattle,Washington,Advanced Heart Failure and Transplant Cardiology,University of Washington School of Medicine (Soldotna) Program
Irvine,California,Allergy and Immunology,University of California (Irvine) Program
Los Angeles,California,Allergy and Immunology,Kaiser Permanente Southern California (Los Angeles) Program
Aurora,Colorado,Allergy and Immunology,University of Colorado School of Medicine (Children's Hospital of Colorado) Program
Denver,Colorado,Allergy and Immunology,University of Colorado School of Medicine/National Jewish Health (Adult) Program
Denver,Colorado,Allergy and Immunology,University of Colorado School of Medicine/National Jewish Health (Pediatric) Program
Pembroke Pines,Florida,Allergy and Immunology,"Memorial Healthcare System (Hollywood, Florida) Program"
St Petersburg,Florida,Allergy and Immunology,University of South Florida Morsani (All Children's) Program
New Orleans,Louisiana,Allergy and Immunology,Louisiana State University Program
Shreveport,Louisiana,Allergy and Immunology,Louisiana State University (Shreveport) Program
Bethesda,Maryland,Allergy and Immunology,National Institutes of Health Clinical Center Program
Detroit,Michigan,Allergy and Immunology,Children's Hospital of Michigan Program
St Louis,Missouri,Allergy and Immunology,St Louis University School of Medicine Program
Mineola,New York,Allergy and Immunology,NYU Grossman Long Island School of Medicine Program
Cleveland,Ohio,Allergy and Immunology,"Case Western Reserve University/University Hospitals Cleveland Medical Center Program
 Osteopathic Recognized!"
Philadelphia,Pennsylvania,Allergy and Immunology,Sidney Kimmel Medical College at Thomas Jefferson University/duPont Hospital for Children Program
San Juan,Puerto Rico,Allergy and Immunology,University of Puerto Rico Program
